,real_chord,predicted_chord,inp_len
1344,Fsmin,A,28
1345,G,G7,25
1346,G7,G7,11
1347,Bmin,Bmin,16
1348,F,F,9
1349,Amin,Amin,74
1350,Cadd9,Cadd9,7
1351,D,D,53
1352,G,C,70
1353,C,Cmaj7,27
1354,Amin,G,27
1355,Abmin7,Abmin7,27
1356,G,G,51
1357,E,C,40
1358,Csmin,Fs,73
1359,D,D,25
1360,Ab,Ab,28
1361,Ab,Ab,18
1362,C,C,36
1363,G,G,19
1364,F,F,53
1365,Eb,Eb,28
1366,G,G,90
1367,Emin,Emin,12
1368,Emin,C,43
1369,Fs/As,Fs/Ds,26
1370,Fsmin,D,13
1371,Gs,Gsmin,95
1372,D,D,51
1373,E,E,14
1374,D,D,6
1375,D,G,29
1376,A7,A,98
1377,Bb,Bb,36
1378,E,E,9
1379,D,D,94
1380,G,G,44
1381,Amin,C,32
1382,Bmin,Bmin,43
1383,A,D,34
1384,Fmin,Fmin,11
1385,Amin7,F,11
1386,B,B,19
1387,Emin,C,48
1388,A,A,48
1389,A,Csmin,9
1390,A,A,112
1391,E,E,24
1392,G,D,30
1393,D,Bmin,30
1394,C,C,60
1395,Gs,Fs,21
1396,C,C,51
1397,Emin,C,22
1398,G,G,98
1399,Emin,Emin,21
1400,F,G,19
1401,Amin7,F,56
1402,C,C,28
1403,B,B,88
1404,Fs,Fs,15
1405,Amin,G,24
1406,A7,Amin,8
1407,Emin,Emin,39
1408,Eb,Db/F,55
1409,Dmin,Bb,64
1410,Amin,Amin,42
1411,G,G,41
1412,G,G,17
1413,G7,D7,27
1414,D,D,15
1415,Bmin,A,14
1416,G,G,15
1417,D,D,19
1418,C,G,8
1419,Ebdim7,Ab9,35
1420,E,E,5
1421,C,C,53
1422,Emin,Emin,9
1423,D,A,19
1424,D,C,6
1425,F,F,71
1426,A,A,101
1427,Aadd13,E7,53
1428,D,D,7
1429,Gmaj7/C,G7/C,15
1430,G,G,40
1431,D,D,66
1432,G,G,27
1433,D,D,35
1434,C,C,81
1435,C,C,15
1436,A,A,29
1437,F,F,39
1438,E,E,41
1439,Dmin,Dmin,11
1440,A,A,35
1441,Fsmin,Fsmin,44
1442,A,A,49
1443,D,Dmin7,11
1444,G,G,75
1445,C,D,99
1446,F7,Fmaj7/A,49
1447,C,C,29
1448,D,D,16
1449,Gno3d,Gno3d,23
1450,A,A,64
1451,Emin7,Emin7,50
1452,C/G,Emin,9
1453,Emin,Emin,22
1454,Emin,G,53
1455,G,G,30
1456,Amin,G,14
1457,A,G,83
1458,C/G,C,23
1459,G,G,20
1460,Emin,Emin,32
1461,C,C,33
1462,Emin,Emin,18
1463,Fsmin,A,5
1464,G7,G7,52
1465,C,C,24
1466,Bb,Bb,23
1467,C,G,10
1468,G,Bb,93
1469,Bb,F,31
1470,F,F,15
1471,D,D,47
1472,Bb,Bb,72
1473,G,C,6
1474,D7,D7,38
1475,A,A,42
1476,C,F,49
1477,Bmin,Bmin,6
1478,A,A,65
1479,Emin,Emin,34
1480,Bmin,D,27
1481,Gb,Gb,30
1482,G,G,21
1483,F,F,14
1484,Cs,Cs,100
1485,E,Bmin,37
1486,G,G,64
1487,G,Amin,10
1488,Emin,Emin,9
1489,D7,D,79
1490,E,E,6
1491,Dbno3d,Abno3d,42
1492,G,G,52
1493,Ab,Ab,24
1494,G,G,76
1495,Bb,Bb,4
1496,E,E,72
1497,G,G,72
1498,Dbmin,Dbmin,52
1499,F,F,28
1500,Amin7,C,59
1501,G,C,42
1502,G,Amin,40
1503,E,Cs,40
1504,G,G,17
1505,D,G,94
1506,F,F,53
1507,D,A,17
1508,Cmaj7,D7,29
1509,C,Bmin,49
1510,C,C,29
1511,C,C,16
1512,Amin,Amin,29
1513,B,B,35
1514,F,F,51
1515,Asus4,A,25
1516,Cadd9,Fsmin,74
1517,A,A,44
1518,Gmin,C,58
1519,Dmin,Dmin,32
1520,Gsmin7,Gsmin7,38
1521,Emin,D,46
1522,Gsmin,B7,30
1523,G,G,23
1524,E7,B7,32
1525,B7,B7,28
1526,D,C,27
1527,A/Cs,Bmin,69
1528,F,F,20
1529,D,D,71
1530,Dmin,Dmin,26
1531,A,A,10
1532,Bmin,Emin,23
1533,G,G,20
1534,C,C,66
1535,G,G,11
1536,A,E,74
1537,G,G,101
1538,F,F,28
1539,C,C,22
1540,C,C,111
1541,G,Cmaj9/B,27
1542,F,F,83
1543,G,G,68
1544,Amin,Amin,39
1545,D,D,13
1546,F,F,63
1547,Amin,Amin,45
1548,Cadd13,C,11
1549,F/A,F/A,46
1550,C,Amin,34
1551,E,A,8
1552,Emin,Emin,55
1553,Emin,D,64
1554,Amin,G,22
1555,Gmin,D,111
1556,D,Bmin,71
1557,D,D,29
1558,C,C,40
1559,C,G7,16
1560,Bb,F,5
1561,D,E,91
1562,Bmin,Bmin,12
1563,D,D,9
1564,G,C,73
1565,Amaj7,Bmin7,4
1566,A,A,14
1567,Cs,Cs,60
1568,D,C,14
1569,Amin,Amin,14
1570,Fsmin,Fsmin,5
1571,Gsmin,Gsmin,55
1572,D,D,37
1573,F,F,21
1574,G,G,14
1575,F,F,33
1576,Emin,Emin,106
1577,Eb,Eb,46
1578,B,B,50
1579,Emaj7,A,16
1580,F,F,9
1581,D,D,21
1582,Ano3d,G,4
1583,C,C,61
1584,C,C,16
1585,D,D,76
1586,Eno3d,Dno3d,8
1587,C,D,5
1588,Csmin,Csmin,7
1589,Bb,A,53
1590,G,G,88
1591,Cmin,Eb,29
1592,Bb,Bb,47
1593,E,Amin,30
1594,F,F,6
1595,Amin,C,4
1596,C,C,75
1597,Amin,Amin,35
1598,C,C,66
1599,Bb,Bb,34
1600,G/A,G,10
1601,C,C,31
1602,C,Emin,35
1603,Fs,Fs,54
1604,C,C,28
1605,Gmin,Bb,8
1606,F,Gmin,19
1607,Cs,F,14
1608,F,F,6
1609,Fsmin,Fsmin,74
1610,Csmin,A,26
1611,Gmin,A7,59
1612,Amin,Amin,6
1613,Dmin,Bb,50
1614,Amin,D,74
1615,E,E,24
1616,Emin,C,6
1617,C,C,70
1618,E,E,5
1619,G,Cmaj7,20
1620,Dmin,G,59
1621,D,D,15
1622,E,E,12
1623,D7,Bmin,55
1624,E,B,35
1625,Cs,Gs,85
1626,Amin7,Amin7,5
1627,G,G,83
1628,G,G,33
1629,D,D,82
1630,F,F,29
1631,D,Bmin,67
1632,D,Emaj9,5
1633,D7,D7,53
1634,A,D,40
1635,F,F,32
1636,Amin,Amin,58
1637,Bmaj7,Fsmaj7,48
1638,F,Gs,28
1639,D,D,83
1640,Amin,Emin,48
1641,E,E,79
1642,Gb,Gb,18
1643,G,G,14
1644,A,A,33
1645,Gs,Gs,9
1646,C,C,20
1647,C,C,10
1648,A,A,14
1649,Emin,Emin,28
1650,Cadd9,Cadd9,41
1651,Emin,Emin,19
1652,C,C,39
1653,Eb,G,78
1654,C,C,37
1655,D,D,35
1656,A7,A7,15
1657,G,G,42
1658,A,A,11
1659,D,D,8
1660,G,G,31
1661,Amin,Amin,50
1662,Bb,Eb,57
1663,F,F,41
1664,A,A,5
1665,D,D/Fs,43
1666,D,D,5
1667,Bmin,Bmin,18
1668,D,D,97
1669,G,G,25
1670,G,G,29
1671,D,D,40
1672,A,D,80
1673,D/Fs,Emin/,85
1674,Amin,Amin,61
1675,Fsmin,Bmin,11
1676,F,C,11
1677,D,D,69
1678,Gno3d,Gno3d,38
1679,G/B,G/B,39
1680,F,F,5
1681,A,A,30
1682,D,D,24
1683,C,F,30
1684,B7,B7,19
1685,Amin,F,48
1686,F,G,13
1687,Eb,Gmin,45
1688,C,D,58
1689,G,C,8
1690,C,C,4
1691,C,C,47
1692,Dmin,F,65
1693,A,A,58
1694,G,G,54
1695,F,Amin,65
1696,Amin/G,Amin,34
1697,D,D,27
1698,Bmin,Bmin,19
1699,G,G,37
1700,G,G,16
1701,G,D,44
1702,D,D,21
1703,C,C,43
1704,E,E,66
1705,Gmin,Gmin,40
1706,G,Amin,23
1707,D,D,15
1708,C,C,6
1709,D,D,29
1710,D,D,7
1711,Gno3d,Bbno3d,80
1712,C,C,81
1713,B7,A7,22
1714,Gsmin,B,49
1715,G,G,44
1716,Dmin,Dmin,6
1717,Emin,Emin,46
1718,Fs,Fs,92
1719,F,F,37
1720,Bmin,D,35
1721,C7,C7,7
1722,F,F,61
1723,A,A,36
1724,Amin9,Emin7,7
1725,A,A,60
1726,D,D,62
1727,Amin,F,58
1728,Amin,Amin,5
1729,G,E,117
1730,Cno3d,Gno3d,75
1731,A,A,49
1732,Fs,Fs,8
1733,A,A,37
1734,A,C,26
1735,A,Emin,59
1736,C,As,22
1737,Amin,Amin,27
1738,D7,C,39
1739,Gmin,Gmin,35
1740,F,F,20
1741,Fsmin,Fsmin,16
1742,C,G,32
1743,A,A,30
1744,Aadd13,E,36
1745,Gsno3d,Dno3d,22
1746,D,D,18
1747,Eadd13,B,35
1748,Bmin,A,73
1749,Fsmin,Fsmin,66
1750,E,G,39
1751,Gmin,Gmin,15
1752,A,Bmin,16
1753,F,Bmin,15
1754,A,A,71
1755,Gs,Ds,19
1756,Bb,Bb,87
1757,E,A,67
1758,Amin,Amin,10
1759,Emin,Emin,64
1760,Fsmin,Fsmin,4
1761,Cmaj7,C,67
1762,Amin,Amin,25
1763,Fs,Fs,27
1764,C,C,21
1765,Amin,Amin,30
1766,C/G,C/G,49
1767,G,Emin,9
1768,G,G,19
1769,D,D,46
1770,Gmin,Gmin,20
1771,G,G,18
1772,D,E,104
1773,G,G,28
1774,G,G,58
1775,A7,D,11
1776,C,C,9
1777,Cmaj7,A7,26
1778,Db,Db,34
1779,Amin,F,36
1780,Fmaj7/E,Fmaj7/E,53
1781,A7,D,13
1782,F,F,100
1783,Amin,F,57
1784,A7,Dmin,63
1785,D,D,32
1786,Csmin,Bmin,38
1787,Dmin,Bb,81
1788,Emin,Emin,50
1789,Amin,G,13
1790,Fs,Gs,74
1791,A,A,25
1792,G,G,71
1793,D,D7,22
1794,G,Emin7,36
1795,D7,D7,33
1796,C,C,25
1797,G,G,5
1798,D,D,78
1799,C,C,75
1800,A,A,11
1801,G/B,D,39
1802,Dmin,Dmin,19
1803,Bb,Bb,47
1804,C,C,72
1805,Asus4,Asus4,36
1806,Eb,F,9
1807,C,C,25
1808,E,Gmaj7,65
1809,C,F,11
1810,Bbmaj7,Eb/G,52
1811,G,C,24
1812,Ano3d,Ano3d,17
1813,F,F,54
1814,Gmin,Dmin,33
1815,F,F,9
1816,D,D,21
1817,Asus2,Aadd9,48
1818,C,Dmin,82
1819,A,C,30
1820,E,E,27
1821,C,C,55
1822,Fsmin,B,33
1823,Fsmin,D,73
1824,D/Fs,D,49
1825,Amin,Amin,43
1826,As,As,59
1827,E,E,25
1828,D,D,23
1829,Cs,Cs,7
1830,G,G,38
1831,Fsmin,Bmin,9
1832,F,Amin,34
1833,B,B,26
1834,Dmin,Dmin,32
1835,Ano3d,Ano3d,35
1836,C,Amin,13
1837,Fsmin,A,34
1838,Amin,C,86
1839,D,D,69
1840,E,E,123
1841,C,C,25
1842,Bmin,Bmin,10
1843,Cmin,C,59
1844,F,F,32
1845,Gsus4,Gsus4,5
1846,Amin,Amin,57
1847,D,Fsmin,24
1848,A,A,15
1849,D,D,26
1850,Emin,B7,95
1851,G,G,85
1852,E,E,10
1853,Amin7,Gmin7,7
1854,G,G,46
1855,B,E,57
1856,Gmin,Gmin,16
1857,G/C,G,11
1858,Gs,As,34
1859,Emin,Emin,20
1860,A/Cs,C,97
1861,Cadd9,Cadd9,71
1862,E,E,28
1863,Csmin7,Bmin7,11
1864,A,A,29
1865,C,C,45
1866,G,G,18
1867,E,E,83
1868,Fsno3d,Dno3d,41
1869,Gs,Gs,75
1870,Cadd9,Cadd9,23
1871,F,F,99
1872,G,G,15
1873,Amin,G,11
1874,Amin,Amin,8
1875,G,G,28
1876,Emin,Emin,27
1877,D7,D7,14
1878,G,G,19
1879,Emin,Emin,67
1880,B,B,10
1881,Ebmin,Ebmin,25
1882,D,D,76
1883,Bmin,Bmin,15
1884,Fsmin,Fsmin,48
1885,C,C,51
1886,G,D,10
1887,B,Emin,8
1888,Fmin,Cmin,27
1889,E,E,26
1890,G,G,5
1891,E,B,39
1892,A7,A7,24
1893,G,Fsmin,44
1894,D7,D7,14
1895,F,F,47
1896,F,Dmin,29
1897,Amin,Amin,39
1898,Cadd9,Cadd9,50
1899,B,B,37
1900,F,F,29
1901,Amin,Amin,8
1902,Amin,Amin,46
1903,G,G,59
1904,A7,A7,13
1905,Dmin,Dmin,6
1906,Cs,B7,39
1907,Emin,Emin,59
1908,G,Fmin,46
1909,Gmin,Gmin,15
1910,C,C,80
1911,C,C,20
1912,D,D,15
1913,C,F,69
1914,A,Bmin,76
1915,G,G,83
1916,Emin,Emin,32
1917,G7,G7,21
1918,A7,C,33
1919,Gsmin,Gsmin,13
1920,G,G,68
1921,C,C,43
1922,D,D,26
1923,D,D,82
1924,G,G,31
1925,Eb,Eb,57
1926,Amin,Amin,26
1927,B,Fsmin,94
1928,Gmin,Gmin,48
1929,Emin,C,94
1930,D,D,52
1931,E,E,12
1932,E,Asus2,28
1933,G,G,96
1934,Gsmin,Gsmin,41
1935,C,C,54
1936,C,C,11
1937,C,C,74
1938,Csmin,Csmin,32
1939,D,D,52
1940,Emin,Emin,32
1941,Fs,B,50
1942,Amin,Amin,13
1943,C,C,21
1944,G,G,16
1945,Bbdim7,A7,72
1946,C,C,29
1947,Csmin,Csmin,22
1948,D,C,69
1949,G,G,5
1950,E,E,8
1951,A,Asus4,58
1952,G,F,15
1953,Gmin7,As7sus4,125
1954,Fsmaj7,Bmaj7,14
1955,D,D,49
1956,C,C,10
1957,Amin,Amin,4
1958,C,C,27
1959,C7,F7,26
1960,G,Gs,34
1961,G,G,85
1962,G,G,111
1963,Cadd9,Cadd9,7
1964,Eb,Eb,23
1965,Ab,G,51
1966,G,G,39
1967,Emin,Emin,28
1968,Amin,G,56
1969,D,Emin,27
1970,Eb7,Ab7,18
1971,G,G,45
1972,C,D7,52
1973,G,G,11
1974,Bbmin,Ab,6
1975,C,Bb,103
1976,Amin7,G,105
1977,G/B,G/Bb,31
1978,G,G,22
1979,Emin,Emin,17
1980,G,F,20
1981,C,C,21
1982,F,F,5
1983,F,Cadd9,57
1984,Emin,Amin,24
1985,C,C,33
1986,F,C,7
1987,Ab,Ab,17
1988,E,E,34
1989,C,C,46
1990,D,D,104
1991,Gsmin7,Gsmin7,13
1992,G,G,92
1993,F,F,54
1994,Dsus2,Dsus2,56
1995,Dsmin,Dsmin,73
1996,G,G,19
1997,E,E,17
1998,A7,A7,84
1999,Emin,Emin,34
2000,D,Fs7,48
2001,Amin,Bmin,64
2002,Amin,C,121
2003,B,B,17
2004,Csmin,Csmin,34
2005,Gs,Gs,38
2006,Bno3d,Bno3d,18
2007,F,F,9
2008,G,D,8
2009,Cmaj7,G,35
2010,Dmin7,F,56
2011,D,D,40
2012,G,G,43
2013,Dmin,Dmin7,35
2014,G,G,32
2015,E,A,13
2016,Cmin,Cmin,43
2017,A7,G7,52
2018,G,Bmin,54
2019,Ano3d,Ano3d,73
2020,Bmin,Bmin,4
2021,Dsmin7,Cs,41
2022,D,D,41
2023,D7,G/B,34
2024,G,D,57
2025,A,A,30
2026,Bb,Dmin,32
2027,G,G,20
2028,C/G,C/G,20
2029,A,A,27
2030,Fmaj7,Fmaj7,69
2031,C,C,22
2032,F,G,6
2033,Asus2,Asus2,20
2034,G,G,12
2035,D,D,55
2036,C,C,21
2037,Fs,Fs,26
2038,G,G,78
2039,A,A,5
2040,Bbmin,Bbmin,18
2041,C,C,16
2042,A,A,33
2043,C,C,45
2044,C,C,120
2045,C,C,33
2046,E,E,16
2047,Fs,Fs,110
2048,A,Cmaj7,10
2049,Cdim,Amin,83
2050,Bb,F,55
2051,G,G,8
2052,Ano3d,E/Gs,25
2053,Fs,Gsmin,50
2054,Gsus4,Emin,45
2055,A,Dmin,25
2056,Eb,Eb,21
2057,Fs,Fs,14
2058,C,C,61
2059,Bmin,D,14
2060,G,G,17
2061,G,D,38
2062,Amin7,Fadd9,46
2063,F,F,7
2064,C7,C7,74
2065,A,Bmin,29
2066,Dmin,Dmin,16
2067,Amin,Amin,41
2068,A,A,74
2069,D,D,30
2070,D,D,13
2071,Cmin,D,19
2072,D,C,17
2073,B,B,6
2074,Amin,C,78
2075,C,C,55
2076,E,E,44
2077,G,Emin,21
2078,G,G,34
2079,Bmin,A,9
2080,C,C,22
2081,D,D,15
2082,B,B,16
2083,B,B,22
2084,G,G,52
2085,A,A,9
2086,E,Amin,10
2087,C,C,99
2088,G,G,16
2089,F,F,50
2090,F,F,6
2091,D,Fsmin,41
2092,C,C,26
2093,C,G,25
2094,F,F,24
2095,Cmin,Cmin,75
2096,Bmin,Bmin,33
2097,Eb,Eb,21
2098,D,D,18
2099,Eb,Eb,27
2100,Emin,G,43
2101,C,C,32
2102,A7sus4,D,39
2103,C,C,16
2104,E7,E7,6
2105,E,E,92
2106,Emin,Fmin,21
2107,A,A,119
2108,D,D,35
2109,D,D,33
2110,A,A,49
2111,Amin,Amin,64
2112,G,A,22
2113,Bbmaj7,Dmaj7,57
2114,C,Amin,17
2115,Emin,Emin,10
2116,Amin,Bb,38
2117,D,D,23
2118,D,G,63
2119,Cmin,Gs,22
2120,G,G,23
2121,D,D,14
2122,D,D,71
2123,D,G,13
2124,Bmin,Bmin,75
2125,E7,Fsmin,47
2126,G,G,75
2127,Bmin7,Cs7,26
2128,G,A,4
2129,C,G,35
2130,A7,C,4
2131,D,D,4
2132,D,D,31
2133,Amin,Dmin,5
2134,G,G,23
2135,E,E,24
2136,Bbmaj7,Emin7,122
2137,G,C,11
2138,Bb,D,61
2139,A,A,21
2140,G,D,4
2141,F,F,45
2142,F,F,116
2143,Dmin,Dmin,63
2144,G,G,36
2145,D,Emin,36
2146,Amin,Amin,76
2147,Amin,D7,25
2148,Emin,Amin,108
2149,G,C,18
2150,D,E,69
2151,F,F,60
2152,C,Emin,22
2153,A,A,65
2154,Bb,Bb,39
2155,C,C,50
2156,C,Amin,9
2157,D,F,11
2158,Dmin,Amin,4
2159,A,B,26
2160,Amin,Amin,4
2161,D,D,63
2162,G,G,121
2163,Fs,Fs,35
2164,D,D,45
2165,Bmin,Bmin,39
2166,Gmin7,A7,14
2167,F,G7,26
2168,G,G,32
2169,C,C,76
2170,F,F,28
2171,D,D,18
2172,Emin,Emin,44
2173,Bmin,Fsmin,42
2174,C,Amin,74
2175,C,Bmin,28
2176,G,G,62
2177,Gb,Gb,57
2178,D,Fsmin,47
2179,Gmin,Dmin,35
2180,Gsmin,E,35
2181,C,D,48
2182,A,A,115
2183,B/Ds,A,37
2184,F,F,73
2185,G,G,15
2186,C,G,45
2187,E,E,28
2188,D,D,77
2189,C,Emin,15
2190,D,D,8
2191,Amin,G,45
2192,C,C,88
2193,G,Bmin,67
2194,Cmin,Cmin,45
2195,C7,B7,9
2196,C,Bb,32
2197,D,D,92
2198,Cadd9,D,4
2199,Fs,Fs,47
2200,C,C,81
2201,G,G,5
2202,Eb,Eb,25
2203,G,G,78
2204,Ab7,Cmin7,94
2205,Ano3d,Gno3d,41
2206,Gmin,Gmin,77
2207,Dmin,E,27
2208,F,F,107
2209,Ds,Ds,18
2210,E,E,26
2211,Dmin7,F,82
2212,Amin,Amin,36
2213,A,A,17
2214,C,C,13
2215,C,C,65
2216,Bmin7,C,42
2217,C,C,108
2218,Dmin,Dmin,61
2219,A,B,32
2220,C,C,38
2221,Gb,Db,63
2222,Emin,Emin,21
2223,G,A,22
2224,Gs7,Gs7,10
2225,As,As,46
2226,G,G,9
2227,D7,D7,7
2228,F,Emin,18
2229,B,B,18
2230,C,G,13
2231,G,C,45
2232,G,C,70
2233,D,D,21
2234,Amin,F,15
2235,Ano3d,Emin,47
2236,F,F,26
2237,Bmin,Bmin,31
2238,F,F,4
2239,A,A,44
2240,Eb,Cs7,57
2241,Emin,Emin,45
2242,C,G,78
2243,Csmin,Csmin,13
2244,C,C,5
2245,Fmin7,Fmin7,4
2246,C,G,44
2247,E,E,25
2248,C/G,C/G,37
2249,Bsus4,Fsmin7,44
2250,A,A,16
2251,G,G,27
2252,D,D,17
2253,F,F,39
2254,F,F,33
2255,Ab,Ab,30
2256,A,A,47
2257,Dmin,Dmin,52
2258,F,F,11
2259,C,C/E,82
2260,D,D,29
2261,Fs,B,12
2262,D,D,49
2263,E,G,5
2264,Dsus4,Emin,12
2265,Db,B,36
2266,B,F,25
2267,B,B,63
2268,Gno3d,Gno3d,30
2269,E,E,24
2270,A,A,65
2271,E,E7,34
2272,Dmin,Dmin,47
2273,Amin,F,14
2274,Fs,Fs,34
2275,Dsus2,Dsus2,9
2276,Dmin,Dmin,26
2277,Dmin,Amin7,4
2278,G,G,38
2279,Bb,Bb,49
2280,B,Fs,21
2281,A,E,9
2282,Gsmin7,Fs,24
2283,E,E,45
2284,Gmin,Gmin,56
2285,D/Fs,Bmin,22
2286,Gs,Cs,10
2287,Emin,Emin,39
2288,G7,G7,96
2289,Amin,Amin,96
2290,A,A,27
2291,G,G,47
2292,Amin/Fs,Amin,41
2293,A,A7,16
2294,Bbmin,Db,69
2295,Csmin,Csmin,32
2296,D,D,9
2297,D,D,22
2298,G,G,38
2299,Amin7,Amin7,54
2300,C,C,41
2301,A,A,72
2302,Gmaj7,Gmaj7,37
2303,F,G,42
2304,C,C,52
2305,G,G,15
2306,G,G,55
2307,Emin7,G7,116
2308,Eb,Eb,23
2309,G,D,23
2310,Bb,Bb,5
2311,Dmin,Dmin,56
2312,Ds,Ds,12
2313,Fs7,Fs7,4
2314,E,E,14
2315,G,G,26
2316,Dmin,G,24
2317,Cno3d,Gno3d,24
2318,C,C,52
2319,Fs,Fs,34
2320,Ab7,Ab7,10
2321,A,A,20
2322,E,E,65
2323,Emin,Emin,69
2324,G,G,29
2325,Cadd9,Cadd9,8
2326,B,B,27
2327,Gmin7,Dmin7,25
2328,Bb,Bb,41
2329,G,D,4
2330,Gsmin,Gsmin,39
2331,A,B,45
2332,G/D,G/,109
2333,F,F,43
2334,F,F,57
2335,A,D,69
2336,F,C,24
2337,G,G,32
2338,D,D,55
2339,G,D,20
2340,G,G,97
2341,D,D,43
2342,Emin,C,35
2343,G,G,9
2344,C,G,46
2345,D,D,41
2346,Bmin,Bmin,40
2347,Fs,Fs,53
2348,A,G,11
2349,G,G,44
2350,C,C,34
2351,G,G,37
2352,D,D,85
2353,Eb,Eb,40
2354,C,C,29
2355,A,A,33
2356,G,G,59
2357,F,F,6
2358,D,D,59
2359,A,A,63
2360,G,G,9
2361,G,G,15
2362,Gsmin,Gsmin,31
2363,A,A/A,52
2364,G,G/B,101
2365,Dmin,Dmin,4
2366,Ab,Ab,8
2367,C,D7,4
2368,C,C/B,6
2369,E,D,4
2370,D,A,20
2371,Ab,Ab,4
2372,C,C,18
2373,D,G,4
2374,A,A,45
2375,Cmin7,Gmin7,11
2376,Fmaj7,Fmaj7,42
2377,C,C,16
2378,G,Amin,12
2379,Bb/D,Bb/D,13
2380,Csmin,Csmin,15
2381,A,A,18
2382,Aadd9,Aadd9,26
2383,E,D,41
2384,A,G,35
2385,G,G,52
2386,C,C,48
2387,B,B,68
2388,Fsmin,Fsmin,38
2389,Emin,C,5
2390,Bmin,Bmin,10
2391,D,D,26
2392,Csmin,B,73
2393,D7,E7,8
2394,Ab,Ab,28
2395,G7/D,G7,44
2396,C,Dmin,86
2397,D,B,14
2398,C,D,35
2399,B7,C,8
2400,Amin,C/A,57
2401,Bmin,Bmin,54
2402,Bb,Bb,30
2403,C,C,6
2404,G,G,10
2405,B,C,33
2406,E,D,10
2407,C,Amin,26
2408,B,B,83
2409,A,A,13
2410,G,G,42
2411,C,C,73
2412,C,C,48
2413,A,A,53
2414,Csmin,Csmin,79
2415,Emin,Emin,74
2416,D,D,17
2417,B7,Amin,14
2418,F,As,38
2419,C,G,6
2420,Emin,Emin,18
2421,A,A,23
2422,G,G,41
2423,Cs,Bmin,38
2424,Emin,Emin,42
2425,B7,A,6
2426,Cs,Cs,13
2427,Bmin7,Bbmin7,8
2428,G,G,115
2429,D,C,31
2430,G7,C,15
2431,G,D,91
2432,E,E,30
2433,Emin,Emin,20
2434,G,G,33
2435,A,A,9
2436,D,D,11
2437,Cs,Fsmin,55
2438,A,F,106
2439,Gs,Gs,16
2440,G,G,7
2441,Emin,Emin,36
2442,A,A,29
2443,Amin,F,28
2444,E,Csmin,7
2445,D,D,81
2446,D,D,26
2447,A,A,42
2448,Emin,Emin,32
2449,Cs7,E,49
2450,G,G,40
2451,B,C,65
2452,Fsmin,Fsmin,58
2453,G,G,102
2454,Cs7,Cs7,15
2455,G,G,41
2456,Emin,Emin,6
2457,A,A,73
2458,G,G,9
2459,D,D7,26
2460,Gsmin,Csmin,73
2461,Dmin,Dmin,43
2462,Bb,Fs,54
2463,G,C,21
2464,E,E,14
2465,C,E,13
2466,Cmin,Cmin,7
2467,Amin,Amin,6
2468,Dno3d,Dno3d,9
2469,A/Cs,Fsmin,105
2470,C,C,18
2471,A,A,17
2472,D,D,34
2473,D,D,14
2474,A,Emin,37
2475,Dmin,Dmin,38
2476,G,G,30
2477,G,Fmin,66
2478,C,G,5
2479,C,C,26
2480,Emin,Emin,95
2481,C,C,83
2482,Dno3d,Dno3d,20
2483,D,D,55
2484,F,Amin,62
2485,G,D/Fs,27
2486,G,A,51
2487,A,A,41
2488,Cs,Asmin7,51
2489,Amin,G,48
2490,D,D,20
2491,C,C,41
2492,C,C,19
2493,Ds,Gsmin,19
2494,Emin,C,17
2495,Csmin7,B7,28
2496,Amin,Amin,19
2497,C,C,18
2498,Fs/D,Fs/D,102
2499,F,Amin,14
2500,Emin,Emin,52
2501,A,A,55
2502,Amin7,G,13
2503,C,Dmin,13
2504,G7,Dmin,34
2505,Fsmin,E,55
2506,Dsus4,Dsus4,120
2507,C,F,38
2508,G,G,10
2509,A,A,100
2510,F,G,90
2511,D,C,26
2512,A,A,18
2513,Fsmin,A,58
2514,G,G,16
2515,G,G,7
2516,C,C,53
2517,Bmin,D,8
2518,G,G,73
2519,C,C,30
2520,D,D,52
2521,C,D,11
2522,C,C,4
2523,A,A,15
2524,C,D,39
2525,D,A,38
2526,A,A,8
2527,G7,G7,34
2528,B,B,13
2529,Ano3d,Bno3d,49
2530,Fmaj7,Fmaj7,40
2531,Cmin,Cmin,65
2532,F,F,68
2533,Emin,Emin,95
2534,Ano3d,Bno3d,20
2535,Cs/F,Bbmin,24
2536,D7,D7,37
2537,Emin7,D,45
2538,E,E,28
2539,G,G,12
2540,Emin,Emin7,19
2541,F,G7,8
2542,C,F,31
2543,G,G,80
2544,Amin7,Emin,70
2545,Eb,Ab,50
2546,F,Gmaj7,59
2547,A,A,49
2548,G,G,23
2549,Bb,F,64
2550,G,G,83
2551,G,Dmin,20
2552,C,G,52
2553,Amin,Amin,6
2554,Dmaj7,Dmaj7,62
2555,D,D,13
2556,Bb,Bb,38
2557,Emin7,Emin7,57
2558,Gbmin,Gbmin,6
2559,F,F,54
2560,G,G,92
2561,Bb,G,36
2562,Amin,Amin,63
2563,As,As,15
2564,Dmin,Dmin,11
2565,Ab,Ab,61
2566,D,D,23
2567,Eb,Eb,59
2568,A,A,17
2569,Amin7,Amin7,30
2570,Emin,G,10
2571,C,G,37
2572,D,D,92
2573,G,Cmaj7,124
2574,D,D,20
2575,C,D,85
2576,Bbmin,Bbmin,53
2577,D,Emin,66
2578,Gsmin,Gsmin,27
2579,Dmin,F,53
2580,D,D,22
2581,Gmin,Gmin,21
2582,Emin,D,20
2583,Amin,Amin,34
2584,Abmin,E,59
2585,G,G,13
2586,Ds,E/Gs,4
